Aeshna.canadensis,Aeshna.constricta,Aeshna.eremita,Aeshna.interrupta,Aeshna.tuberculifera,Aeshna.umbrosa,Amphiagrion.saucium,Anax.junius,Argia.fumipennis,Argia.moesta,Arigomphus.furcifer,Basiaeschna.janata,Boyeria.grafiana,Boyeria.vinosa,Calopteryx.aequabilis,Calopteryx.amata,Calopteryx.maculata,Celithemis.elisa,Celithemis.eponina,Chromagrion.conditum,Coenagrion.resolutum,Cordulegaster.diastatops,Cordulegaster.maculata,Cordulia.shurtleffii,Didymops.transversa,Dorocordulia.libera,Dromogomphus.spinosus,Enallagma.annexum,Enallagma.aspersum,Enallagma.boreale,Enallagma.carunculatum,Enallagma.civile,Enallagma.ebrium,Enallagma.exsulans,Enallagma.geminatum,Enallagma.hageni,Enallagma.signatum,Enallagma.vernale,Enallagma.vesperum,Epitheca.canis,Epitheca.cynosura,Epitheca.princeps,Epitheca.spinigera,Erythemis.simplicicollis,Gomphus.adelphus,Gomphus.borealis,Gomphus.descriptus,Gomphus.exilis,Gomphus.quadricolor,Gomphus.spicatus,Hagenius.brevistylus,Helocordulia.uhleri,Ischnura.posita,Ischnura.verticalis,Ladona.julia,Lanthus.parvulus,Lestes.congener,Lestes.disjunctus,Lestes.dryas,Lestes.eurinus,Lestes.forcipatus,Lestes.inaequalis,Lestes.rectangularis,Lestes.unguiculatus,Lestes.vigilax,Leucorrhinia.frigida,Leucorrhinia.glacialis,Leucorrhinia.hudsonica,Leucorrhinia.intacta,Leucorrhinia.proxima,Libellula.incesta,Libellula.luctuosa,Libellula.pulchella,Libellula.quadrimaculata,Macromia.illinoiensis,Nehalennia.irene,Ophiogomphus.aspersus,Ophiogomphus.carolus,Ophiogomphus.mainensis,Pachydiplax.longipennis,Pantala.flavescens,Perithemis.tenera,Plathemis.lydia,Somatochlora.elongata,Somatochlora.walshii,Somatochlora.williamsoni,Stylogomphus.albistylus,Stylurus.scudderi,Stylurus.spiniceps,Sympetrum.costiferum,Sympetrum.internum,Sympetrum.obtrusum,Sympetrum.semicinctum,Sympetrum.vicinum,Tramea.lacerata
Coenagrion.resolutum,0,-0.722614546380178,0,-0.465917075380201,-0.478193844848348,-0.74138342017022,0.844115589082606,0.799624791623438,0,0,0.967454326804545,0.378278632251238,-0.938799187667492,-0.81027480653604,0,0,0,0.726267874671642,0,0.969967929243085,1,0.731240161092321,0,0.970689296184456,0.78517408845648,0.978130489108765,0,0.85599498395699,0,0.944330851737504,0,0,0.948147206514399,0,0,0.780487061086332,0,0.762320336239834,0,0.936731914501659,0.945471992697119,0.933439312018978,0.941342048688325,0.811376658500844,0,0.833731854030965,0,0.67879349822944,0.581881808830511,0.70069392887922,0,0,0.740240114119603,0.80881797636924,0.981055783143189,-0.640440286083246,-0.345456179316294,0,0,0.823137859161126,0,0.848431602289518,0,0,0,0.928444785873981,0.893250767284709,0.96083239552236,0.9531271552097,0.973143514460932,0.573220714322507,0.879684516729431,0.920921018665509,0.981422343762942,0,0.946355860428952,0,0,0,0,-0.594327061647833,0,0.952158604901473,0,0,0.746370014177457,0,-0.81544432515891,-0.728268237923324,0,0,0,-0.465584061838471,0,0
Cordulegaster.diastatops,-0.647232505330881,-0.952143104116848,0,-0.896210263877232,-0.893591009642995,-0.953119830845666,0.837800548805424,0,0,0,0.731805785743292,0.857779873746469,-0.554898548996614,0,0.657066424728261,0.631970010894257,0.611605540093881,0,0,0.785747914495373,0.731240161092321,1,0.450420261862038,0.713598106384438,0.932576890069057,0.696345403959511,0,0,0,0.777566907937957,0,-0.705623254917657,0.555892596404313,0,0,0.368651715533511,0,0.911899152742796,0,0.867697346387684,0.844158316978797,0.550254013608642,0.830057623590723,0,0.647663150633718,0.951956438880041,0.668089443430548,0.931604246958585,0.906934399865655,0.956109259000872,0,0.602475245173843,0,0,0.765425951460744,0,-0.845428606964544,-0.66978869116155,0,0,-0.780696576515884,0,-0.657742084444656,0,-0.59606049090201,0.500221164454693,0,0.829211816003569,0.564272479665463,0.77938052004122,0,0,0.476735177983733,0.706454045385235,0.556304345362168,0.54385946160787,0,0,0,0,-0.912965785618526,0,0.637738510982723,0,0,0,0.55056121913876,0,0,-0.832168899903481,-0.738034648905047,-0.691352488572634,-0.897650302759929,-0.746303588201521,0
Cordulegaster.maculata,-0.942498869203921,-0.464073011960894,-0.953541726521647,-0.726449588273326,-0.707553650596298,-0.43858347700067,0,-0.699176591370804,0,0.519291207317263,0,0.785205762311318,0.431285478149882,0.651888019534529,0.784798860537505,0.950950786926821,0.570954795896632,-0.720008892836584,-0.77284164229967,0,0,0.450420261862038,1,0,0,0,0.841699291738205,0,-0.912291601954799,0,0,-0.774740550018163,-0.4384236685507,0.594769203466273,-0.907206984755668,-0.493445362648649,-0.680441467425322,0,0,0,0,-0.429441913413199,0,-0.684021843127034,0.945815524509054,0,0.939080987296409,0.492125289285784,0.573945378275669,0.499265243691174,0.899460440839393,0.961078589346563,-0.770416755709354,-0.705042318122276,0,0.836381320131705,-0.813352320895999,-0.93971848725965,0,-0.634369614604158,-0.862587362274999,-0.615551147107816,-0.946674808644462,0,-0.925513412192396,-0.49699565814115,-0.516659627493961,0,-0.431488901895652,0,-0.859084104451616,-0.592703090707563,-0.523510569970653,0,0.944097246572266,-0.454392505116379,0.953730752634605,0.956484966081399,0.963935662860949,-0.962105488696205,-0.573213204483626,-0.806529340835537,-0.320373809383974,0,0,0,0.945171132626581,0.577347366970171,0.693471332191697,-0.629602529025503,-0.90455094085046,-0.922237909133773,-0.725973809388497,-0.905752832850128,-0.891265376013408
Cordulia.shurtleffii,0,-0.706486177422362,0,-0.443613123309656,-0.456115018098437,-0.724814833893612,0.838143134915117,0.807406432349177,0,0,0.966536460395809,0,-0.944474389764182,-0.81855806640871,0,0,0,0.743296849705917,0,0.967914146660784,0.970689296184456,0.713598106384438,0,1,0.772340899714378,0.978368474763066,0,0.862893187860521,0,0.939095953615543,0,0,0.953990144119609,0,0,0.803067263305571,0,0.741079416201862,0,0.927316416273988,0.940351534069038,0.938720538041801,0.932932131331556,0.826911118381115,0,0.819159041655204,0,0.664717525405213,0.562722287499219,0.684228209158724,0,0,0.757807140240809,0.825332622111605,0.97966663775752,-0.656630531658334,0,0,0,0.834866213569985,0,0.861655705368981,0,0,0,0.93614110582244,0.897516749779478,0.956344877001725,0.957740314122284,0.970028229187775,0.595771190067444,0.892803225102802,0.928379015736424,0.981735124651397,0,0.951533358186846,0,0,0,0,-0.575379279114415,0,0.959972090599039,0,0,0.760800317499442,0,-0.825324546769065,-0.741310523356307,0,0,0,-0.441867462328973,0,0
Didymops.transversa,-0.55495948026318,-0.938377333871273,0,-0.843277065116336,-0.84125955959552,-0.939629206715721,0.860482365933858,0,0,0,0.787167519166802,0.79808348417613,-0.630351345696237,0,0.603240098776051,0.54420314101585,0.590435921635337,0,0,0.837764893149272,0.78517408845648,0.932576890069057,0,0.772340899714378,1,0.757904698821464,0,0,0,0.819582876492625,0,0,0.633535710627951,0,0,0.459601405739992,0,0.904373166507655,0,0.895702506284485,0.879899373643294,0.62808225620566,0.863423966273234,0,0.558732640896186,0.948209792663085,0.581009449756905,0.914172303636315,0.872957683938493,0.934698445760407,0,0.509092616698927,0,0,0.818584579162147,0,-0.779725277274991,-0.580152806884976,0,0,-0.703675155801939,0,-0.566289923375139,0,0,0.583168185367229,0,0.868334770767013,0.643230154338799,0.826414467199876,0,0.489634153270252,0.561119239850165,0.766719380059224,0,0.622792364171279,0,0,0,0,-0.880862149623048,0,0.708997553782666,0,0,0,0,0,0,-0.783655460656469,-0.654833776980553,-0.605965319535518,-0.843082482488411,-0.665184326855934,0
Dorocordulia.libera,0,-0.689750270690782,0,-0.419186290755273,-0.431680227576542,-0.707842700283363,0.828836615192299,0.832810715241391,0,0,0.970056744594138,0.330905122758271,-0.957334310713938,-0.840711515902414,0,0,0,0.765794467211003,0,0.968566715530567,0.978130489108765,0.696345403959511,0,0.978368474763066,0.757904698821464,1,0,0.874730494348171,0,0.940416255951079,0,0,0.966586377707365,0,0,0.811692231094874,0,0.731856619217143,0,0.92366212516218,0.937517246964806,0.952839584310462,0.932377908180418,0.847794367348307,0,0.807253189619795,0,0.646312338798065,0.540800676856197,0.666482615053063,0,0,0.780976502005744,0.844890627533196,0.983752364693007,-0.684265202415143,0,0,0,0.856787698953712,0,0.881009606141365,0,0,0,0.953114416594049,0.916557814500285,0.954756305288904,0.971398716759276,0.972571444563603,0.622977006545812,0.910903329703907,0.945489483557759,0.989023429821252,0,0.965316437204794,0,0,0,0.383611260792256,-0.55498854551947,0,0.965737853797551,0,0,0.776950958067339,0,-0.845740681045694,-0.76434897050594,0,0,0,-0.418970248272968,0,0
Dromogomphus.spinosus,-0.824460316432992,0,-0.813599506105227,-0.679615760874758,0,0,0,0,0,0,0,0.729791244642411,0,0,0.758479174482814,0.83941617116073,0.606083054370905,0,0,0,0,0,0.841699291738205,0,0,0,1,0,-0.780143792974506,0,0,0,0,0,-0.750166405165816,0,0,0,0,0,0,0,0,0,0.831792914131703,0,0.827096662649146,0,0,0,0.794468077858333,0.836041116043968,0,0,0,0.671439444263659,-0.7489516561959,-0.825922835787586,0,0,-0.784524445203341,0,-0.835568460094654,0,-0.809485114019491,0,0,0,0,0,-0.703192682517521,0,0,0,0.828622646851036,0,0.823674339774036,0.821516462933775,0.822156403606479,-0.817088515917783,0,0,0,0,0,0,0.829060297853132,0,0,0,-0.804974378362872,-0.816545524807484,0,-0.808466776967231,-0.758406606367083
Enallagma.annexum,0,0,0,0,0,0,0,0.840854374625158,0,0,0.848730461144073,0,-0.887213623146866,-0.84091325920814,0,0,0,0.789776244694533,0,0.832161818154399,0.85599498395699,0,0,0.862893187860521,0,0.874730494348171,0,1,0,0.80334979367324,0,0,0.89528266885045,0,0,0.764741265238292,0,0,0,0.760088785622856,0.779631494273195,0.883720306596326,0.781932237372322,0.850270867486602,0,0,0,0,0,0,0,0,0.810197772505118,0.84851637961279,0.852790477845776,-0.745103257152091,0,0,0,0.847895212137472,0,0.856040230224906,0,0,0,0.893117694363567,0.863919572699941,0.804826729189925,0.896391876666179,0.834962272047567,0.69905407372212,0.878820234203368,0.893798650985013,0.874364208381625,0,0.898651239881195,0,0,0,0,0,0,0.865069122634479,0,0,0.771549847671853,0,-0.831545225500817,-0.783254282962817,0,0,0,0,0,0
Enallagma.aspersum,0.866614959774661,0,0.897881994918447,0.644111462158732,0.625242789149,0,0,0.692349142705175,0,0,0,-0.702014517697259,0,-0.644952763736379,-0.708896064647122,-0.873494424567218,-0.500737824840166,0.708832975401263,0,0,0,0,-0.912291601954799,0,0,0,-0.780143792974506,0,1,0,0,0,0,0,0.863356932719395,0.50615992419302,0,0,0,0,0,0,0,0.678678733921699,-0.868421572476228,0,-0.858026624797445,0,0,0,-0.830321935292062,-0.88728413005262,0.754514201413506,0.696630386760343,0,-0.806017580648101,0.730412876856097,0.86328761472587,0,0.636233867178364,0.781940939198065,0.617412817987377,0.871141220112233,0,0.857901368974972,0,0,0,0,0,0.824835875814749,0.59881455030911,0.536236280441014,0,-0.8765220899508,0,-0.890203563090662,-0.890548500754689,-0.90115041014042,0.907695609676453,0,0.761416294148013,0,0,0,0,-0.87011788560674,0,-0.680723367521356,0,0.824021818468622,0.84391300017218,0.645733761320284,0.826467026324044,0.848164612523953
Enallagma.boreale,0,-0.77388575443699,0,-0.545633439207208,-0.555851597679298,-0.787481942393326,0.859257190146837,0.719118879156538,0,0,0.938862574808147,0.46469382517451,-0.883677363748983,-0.732443098550597,0,0,0,0.640620131773583,0,0.95123047647075,0.944330851737504,0.777566907937957,0,0.939095953615543,0.819582876492625,0.940416255951079,0,0.80334979367324,0,1,0,0,0.891770830076539,0,0,0.70581995691332,0,0.796743239277921,0,0.937105660929515,0.940441753227453,0.875018028588089,0.935413122649954,0.730361187508428,0,0.865466829623508,0,0.732939027153881,0.644298444302176,0.754682486547853,0,0,0.649245135445794,0.723202976303771,0.956559616317429,0,-0.434429808236996,0,0,0.747513398873408,0,0.772921986319485,0,0,0,0.866068278770391,0.830399280768171,0.949812777933829,0.897545690614847,0.952244421521432,0,0.805084314982862,0.856774009286466,0.94702924987009,0,0.887245030639095,0,0,0,0,-0.658553578806106,0,0.904004763503723,0,0,0.678160588326858,0,-0.744215356977598,0,0,0,0,-0.545614231315808,0,0
Enallagma.carunculatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.746864684936944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enallagma.civile,0.847329641476481,0.715918300000095,0.734879132442543,0.842072453145393,0.829734390819327,0.69788444366519,0,0,0,0,0,-0.85910195935994,0,0,-0.757214086468346,-0.842311037842676,-0.610322036402921,0,0,0,0,-0.705623254917657,-0.774740550018163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.848041109765795,0,-0.854636711523544,-0.722464781111173,-0.753705048660736,-0.738255691791058,-0.776707944532773,-0.837484122518686,0,0,0,0,0.865948213684675,0.85423496302855,0,0,0.863127087633559,0,0.854215381473537,0,0.810945578110199,0,0,0,0,0,0,0,0,0,-0.803314336363364,0,-0.778292955921115,-0.73658817833716,-0.725318795632672,0.707515333845257,0.759328861615516,0,0,0,0,0,-0.798186431669912,0,0,0.760615324090292,0.866042545033712,0.855056859479369,0.842858440883758,0.872841964927668,0
Enallagma.ebrium,0,-0.548284153384493,0.474451967958968,0,0,-0.57013502088411,0.747652928039693,0.912085431863728,0,0,0.940796649825797,0,-0.975988851143093,-0.911776830735125,0,0,0,0.857357275728817,0,0.922841151530971,0.948147206514399,0.555892596404313,-0.4384236685507,0.953990144119609,0.633535710627951,0.966586377707365,0,0.89528266885045,0,0.891770830076539,0,0,1,0,0.620636310925362,0.855910155112059,0.745367742606374,0.608231731193437,0,0.84774852602025,0.872185795535186,0.969843869162358,0.868811059049036,0.925442636076261,0,0.687395713447163,0,0.503163455815871,0,0.519039498964186,0,0,0.878958801515198,0.926661158425933,0.945480936910643,-0.801289147200145,0,0,0,0.921425723623292,0,0.943484843952921,0,0,0,0.982905150803387,0.950921224104322,0.893140604022771,0.988075507485689,0.929442380411241,0.748643245085987,0.965461872008483,0.982501879997313,0.967991926116091,0,0.987633930929406,0,-0.463280095767307,-0.508820693478108,0.547721355131726,0,0,0.961038217060794,0,0,0.835557941428075,0,-0.897976801044569,-0.849062086406491,0,0,0,0,0,0
Enallagma.exsulans,0,0,0,0,0,0,0,0,0,0.882736068336029,0,0,0,0,0.829064745242698,0.632641739710887,0.859542889586022,0,0,0,0,0,0.594769203466273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.602584250952347,0,0.602383229949612,0,0,0,0.610419866039111,0.60169672558617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631110151877334,0,0,0,0,0,0,0,0,0,0,0,0.623028584487353,0,0,0,0,0,0,0,0
Enallagma.geminatum,0.812732072107903,0,0.901987155669702,0,0,0,0,0.807445542642859,0,0,0,-0.587843277452833,-0.611071428651879,-0.773250267197037,-0.635539331999295,-0.824662089854388,-0.422070630708033,0.82316641595122,0,0,0,0,-0.907206984755668,0,0,0,-0.750166405165816,0,0.863356932719395,0,0,0,0.620636310925362,0,1,0.632680508474424,0.775268491397416,0,0,0,0,0.608381114891685,0,0.804675977269972,-0.814092190981398,0,-0.79953914245292,0,0,0,-0.788056899325662,-0.84269208258742,0.85874552909544,0.816956286138561,0,-0.893135071474686,0.617589986453164,0.802776959588419,0,0.76446894375292,0.687985665833981,0.756319076174738,0.815765908938655,0,0.814142392135423,0.667664930405068,0.67503821709168,0,0.614458817357375,0,0.905621202479367,0.742355716736442,0.686613929378575,0,-0.836571808466051,0.633018855024789,-0.873778788522267,-0.894990122830856,-0.913931128342536,0.929528885324301,0,0.744917108471491,0.518850621083859,0,0,0.694011142294034,-0.839963748714964,-0.71107536735817,-0.790446742509596,0,0.747285793299927,0.779212878374818,0,0.745932840524674,0.874014590181386
Enallagma.hageni,0.347739386817033,-0.367070134730418,0.524774839952885,0,0,-0.399633427952486,0.589585294016939,0.785270663666852,0,0,0.781605067799625,0,-0.843291243944679,-0.77415135536334,0,-0.301236012565432,0,0.800171684627607,0,0.767858318434138,0.780487061086332,0.368651715533511,-0.493445362648649,0.803067263305571,0.459601405739992,0.811692231094874,0,0.764741265238292,0.50615992419302,0.70581995691332,0,0,0.855910155112059,0,0.632680508474424,1,0.691897220508753,0,0,0.659612770965035,0.692863241032984,0.848798860298267,0.687631266559635,0.854681374580567,-0.305777100959001,0.502066500096377,0,0,0,0.341261278460155,0,-0.358964580331059,0.835657412671301,0.879411603918991,0.778569197726485,-0.772801835264415,0,0.311954256801724,0,0.823310161365826,0,0.858515304865817,0.313132737826615,0,0,0.865057030502206,0.825150651612868,0.723116580899441,0.85515699750449,0.768068461614021,0.732807341947238,0.886409209727499,0.867733886387634,0.811147913175675,0,0.866716931160039,-0.446687520438091,-0.505272587949826,-0.553937339678598,0.577385814394556,0,0,0.882726765396693,0,0,0.784470739835728,0,-0.799526044499218,-0.791169838367811,0,0,0,0,0,0.544511372331533
Enallagma.signatum,0,0,0.692230340170823,0,0,0,0,0.823317360068599,0,0,0,0,-0.735404219364832,-0.804536978340285,0,0,0,0.812919709900382,0,0,0,0,-0.680441467425322,0,0,0,0,0,0,0,0,0,0.745367742606374,0,0.775268491397416,0.691897220508753,1,0,0,0,0,0.731378774235876,0,0.824719970499519,0,0,0,0,0,0,0,0,0.832426737752154,0.829310088928282,0,-0.826829149622105,0,0,0,0.808640637600725,0,0.80785845702115,0,0,0,0.767300166218904,0.755555141048049,0,0.740957327595585,0,0.807110224931653,0.804171393629043,0.778584838725454,0,0,0.750326123610848,0,-0.691635922979454,-0.722491350584607,0.737787747295533,0,0,0,0,0,0,0,-0.766017269448763,-0.791271753396792,0,0,0,0,0,0.714068987613853
Enallagma.vernale,-0.555278375291073,-0.910713772538846,0,-0.828533695246294,-0.828200155942029,-0.915516300544295,0.830432879054211,0,0,0,0.758816765438934,0.781578428332435,-0.605867330693401,0,0.556517013350205,0,0.528909126499661,0,0,0.807065262772643,0.762320336239834,0.911899152742796,0,0.741079416201862,0.904373166507655,0.731856619217143,0,0,0,0.796743239277921,0,0,0.608231731193437,0,0,0,0,1,0,0.873408367125718,0.853891332341012,0.596227742939763,0.845714750675526,0,0.551839604139885,0.923618609210431,0.572277893586254,0.889087556521065,0.849892525843614,0.910044533444297,0,0,0,0,0.792348414229539,0,-0.764528060505765,-0.575689606707776,0,0,-0.694142901871355,0,-0.562282041539312,0,0,0.557042204159853,0,0.841147634283765,0.61742178602325,0.803890106974032,0,0,0.538229580380554,0.741279220623162,0,0.596012961985686,0,0,0,0,-0.864113117827629,0,0.670585125232188,0,0,0,0,0,0,-0.774521373250098,-0.65103150666716,-0.600732623046499,-0.828073241525805,-0.657707446670893,0
Enallagma.vesperum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epitheca.canis,0,-0.863803588495584,0,-0.673091071377072,-0.67904214399141,-0.874341586602648,0.905619095403795,0.627997836709739,0,0,0.933471419227079,0.600727283966935,-0.841344795386007,-0.651306703970937,0.365724363654624,0,0.415880243570034,0,0,0.958407033152659,0.936731914501659,0.867697346387684,0,0.927316416273988,0.895702506284485,0.92366212516218,0,0.760088785622856,0,0.937105660929515,0,0,0.84774852602025,0,0,0.659612770965035,0,0.873408367125718,0,1,0.965374074221577,0.834681546493254,0.956192928951514,0.643672968759268,0,0.935151608508069,0,0.824970289095378,0.750255772990927,0.852003251758912,0,0,0.54787014162825,0.634401169312258,0.955278877250022,0,-0.572115158165093,0,0,0.665758192744161,-0.476925544787327,0.69820520231053,0,0,0,0.811094861232781,0.768277004169561,0.968356283495555,0.854236878282658,0.956205295986206,0,0.738104847788368,0.797259715131021,0.931299051502762,0,0.841253502264382,0,0,0,0,-0.764774192925233,0,0.883952252740727,0,0,0,0,-0.675676972165921,0,-0.640296778988211,-0.407393288651973,0,-0.671551339559646,-0.41710523769664,0
Epitheca.cynosura,0,-0.841066001021371,0,-0.633801943304759,-0.642247874470479,-0.853526304894289,0.893942423093353,0.663532610738913,0,0,0.943741872919704,0.558243344791149,-0.86516173725004,-0.683153727444653,0.335707762644873,0,0.403669896860266,0.588971148605548,0,0.964785191838147,0.945471992697119,0.844158316978797,0,0.940351534069038,0.879899373643294,0.937517246964806,0,0.779631494273195,0,0.940441753227453,-0.746864684936944,0,0.872185795535186,0,0,0.692863241032984,0,0.853891332341012,0,0.965374074221577,1,0.860883796719092,0.958878223268152,0.682932101626664,0,0.918070765439616,0,0.804688573399363,0.721881359457948,0.825574063059953,0,0,0.590685306782447,0.674710846448942,0.964948859753039,0,-0.528667600026608,0,0,0.700976223698892,-0.429716320145418,0.733076010730054,0,0,0,0.838180896949297,0.794963153431445,0.969225669709555,0.878197842853129,0.963417593924438,0,0.772879838952296,0.826697903707272,0.946115249931596,0,0.866009664804971,0,0,0,0,-0.732133245411768,0,0.904755478073595,0,0,0,0,-0.709950198173033,0,0,-0.358124270456102,0,-0.633036870696996,-0.368362930511415,0
Epitheca.princeps,0,-0.542000024782358,0,0,0,-0.563530726567538,0.735380406008761,0.895146250947964,0,0,0.92765977876539,0,-0.962250609369159,-0.892367079192258,0,0,0,0.841965320137697,0,0.909513025496199,0.933439312018978,0.550254013608642,-0.429441913413199,0.938720538041801,0.62808225620566,0.952839584310462,0,0.883720306596326,0,0.875018028588089,0,0,0.969843869162358,0,0.608381114891685,0.848798860298267,0.731378774235876,0.596227742939763,0,0.834681546493254,0.860883796719092,1,0.854557409793858,0.911762956034659,0,0.67937946045558,0,0,0,0.514640987149286,0,0,0.864701718664288,0.911265672237293,0.930420045543329,-0.790895405213693,0,0,0,0.90774221538362,0,0.924166081924555,0,0,0,0.9672509355796,0.935094869506816,0.880951424499933,0.972285329911986,0.913941015329184,0.737762654497286,0.951040664257731,0.967571229081533,0.953004213134292,0,0.972503982897132,0,0,-0.499225972175696,0.53676910267229,0,0,0.949723596304441,0,0,0.829235635257347,0,-0.887002864041205,-0.834898939037877,0,0,0,0,0,0
Epitheca.spinigera,0,-0.827259008925932,0,-0.619722205708609,-0.628787596395953,-0.839567870554986,0.879531589631117,0.666817533230513,0,0,0.936914974792503,0.54400066375138,-0.860633110134594,-0.685661087718805,0,0,0.379681107672069,0.588262782937431,0,0.95601537765218,0.941342048688325,0.830057623590723,0,0.932932131331556,0.863423966273234,0.932377908180418,0,0.781932237372322,0,0.935413122649954,0,0,0.868811059049036,0,0,0.687631266559635,0,0.845714750675526,0,0.956192928951514,0.958878223268152,0.854557409793858,1,0.681845398760708,0,0.905274566117748,0,0.793270573982183,0.708521157967399,0.812397353458597,0,0,0.592072936103195,0.673499157885964,0.956494306402657,0,-0.514757797776587,0,0,0.700519777917306,0,0.731952578609003,0,0,0,0.835098279769862,0.795110674812051,0.962272265775002,0.873011292362823,0.956438170554939,0,0.771028096973108,0.82503697236423,0.939727414174365,0,0.861101446509685,0,0,0,0,-0.718128314849747,0,0.897473956387016,0,0,0,0,-0.704254697278354,0,0,0,0,-0.619382782243775,0,0
Erythemis.simplicicollis,0.493815283574072,0,0.704059285184048,0,0,0,0,0.955450741623469,0,0,0.803255673230324,0,-0.915758264479235,-0.936473187855923,0,-0.506023609547756,0,0.923742879328474,0,0.763938264090175,0.811376658500844,0,-0.684021843127034,0.826911118381115,0,0.847794367348307,0,0.850270867486602,0.678678733921699,0.730361187508428,0,0,0.925442636076261,0,0.804675977269972,0.854681374580567,0.824719970499519,0,0,0.643672968759268,0.682932101626664,0.911762956034659,0.681845398760708,1,-0.490675601299716,0.430007150289031,-0.467512374651533,0,0,0,0,-0.543509334556091,0.959144838851827,0.973937242407091,0.796991323097497,-0.92018389093201,0,0.472088601776505,0,0.94473714258286,0,0.953118973633786,0.488697021179999,0,0.515988133378915,0.943188547339296,0.924386292450551,0.713727438307887,0.924586190713759,0.773470332818942,0.887963956821675,0.966971516217841,0.9536402604148,0.846297222047154,-0.561329894516507,0.932957629217333,-0.632908890090824,-0.694067308794933,-0.735414905909334,0.766763156947617,0,0,0.870647641338589,0,0,0.858039229937552,-0.561453939327044,-0.906754630345637,-0.910268438987839,0,0.381839737414637,0.435329273939067,0,0.372992339725329,0.735886485586839
Gomphus.adelphus,-0.971991044999631,-0.658638761436133,-0.907449345531994,-0.863123360197368,-0.846764182958128,-0.636699048587695,0,-0.510919923708325,0,0.530911158432577,0,0.902631604320382,0,0.458650145421389,0.844278057688852,0.977025926984989,0.650217902690216,-0.548588989348883,-0.825269142913986,0,0,0.647663150633718,0.945815524509054,0,0.558732640896186,0,0.831792914131703,0,-0.868421572476228,0,0,-0.848041109765795,0,0.602584250952347,-0.814092190981398,-0.305777100959001,0,0.551839604139885,0,0,0,0,0,-0.490675601299716,1,0.529060620225103,0.976446298233925,0.676873390195172,0.738671590003284,0.688313523676037,0.909028552615313,0.97477227274356,-0.597996187980694,-0.515132839399858,0,0.68553776013757,-0.919583845385964,-0.976362079668429,0,0,-0.94360796188168,-0.412191311734596,-0.979742036101641,0,-0.94344380967831,0,0,0,0,0,-0.727285648882997,-0.381965780022693,-0.301819486031816,0,0.949546933894119,0,0.933572334263689,0.912355291992731,0.907821456108605,-0.895973930317655,-0.737250153070277,-0.797368678192992,0,0,0,0,0.945521978733242,0,0,-0.761041896617694,-0.966303605313749,-0.967366265887048,-0.862955540325186,-0.970098471777642,-0.818867296181495
Gomphus.borealis,-0.527617662291057,-0.950398064119778,0,-0.840508131837202,-0.840915152350912,-0.953796246518124,0.890287092803047,0.405101200089224,0,0,0.835141569077529,0.786729697001512,-0.683413624296847,0,0.57461572115944,0.512158731026469,0.569864676611668,0,0,0.879397987467648,0.833731854030965,0.951956438880041,0,0.819159041655204,0.948209792663085,0.807253189619795,0,0,0,0.865466829623508,0,0,0.687395713447163,0,0,0.502066500096377,0,0.923618609210431,0,0.935151608508069,0.918070765439616,0.67937946045558,0.905274566117748,0.430007150289031,0.529060620225103,1,0.553453712368416,0.923834348261089,0.876652274564128,0.948298670634394,0,0.477007569199442,0,0.414904225660787,0.864883164190059,0,-0.766790733560883,-0.551861839439155,0,0,-0.688254370078603,0.500711099364945,-0.538582964566545,0,0,0.638031716495114,0.591459733482316,0.91220813703375,0.695917065742081,0.87416858982604,0,0.543427378614809,0.617214078438944,0.817579711839335,0,0.677698139547907,0,0,0,0,-0.885193894712125,0,0.756714819489946,0,0,0,0,0,0,-0.78432954720011,-0.632525574521711,-0.579931554348499,-0.839028346113315,-0.643106819555732,0
