predicted,observed
-0.397484959381198,-0.848041109765795
0.354149623069686,0.512125084554411
0.159781806008037,0.377884722986335
-0.342641120530128,0.253935017428858
-0.19582090964039,-0.468048027890446
0.295730978794521,0.919863483752525
0.615976055986199,0.483380779403257
-0.0874213909026188,-0.45376567558154
0.07286756834431,0.330066830193059
-0.423787796226418,-0.592703090707563
-0.464089174641465,-0.463280095767307
0.0404845186772752,-0.213773215581909
0.878162498420415,0.94368556503595
-0.463048377596857,-0.543355302194721
-0.218052975840459,0.398660953625987
-0.24616195452524,-0.284568885617835
0.43701738513376,0.555560715740202
0.622743799952789,0.561411475207519
-0.418438492735716,-0.689750270690782
0.800485006687453,0.595771190067444
-0.274164588210274,-0.523510569970653
0.364878895717235,0.937412108012989
-0.0186191039306756,-0.961498195355593
0.69873462694476,0.815765908938655
0.642368866161617,0.615337285442256
0.537091074009333,0.528158235915948
-0.18515500240114,0.00879238287819264
0.271853985585854,0.57969395735128
-0.376527322249964,-0.597996187980694
-0.397042313472152,-0.899884974013833
-0.721867748670579,-0.916251300542334
-0.17646874246882,-0.380394518880766
0.0248860699540018,-0.665184326855934
0.827980229043613,0.843452563027842
0.055923526965089,0.906934399865655
0.907054555510004,0.870647641338589
-0.503563046131747,-0.490040104583648
0.254348653336323,0.564272479665463
-0.364533686910524,-0.680900268652206
0.801674910761707,0.967914146660784
-0.693469507727059,-0.970098471777642
0.209939754533577,0.500221164454693
0.289799042216305,-0.669478670543916
-0.158857182800181,-0.128581617414243
0.310443243051699,0.41181159153882
-0.821118573087756,-0.806017580648101
0.523897972433932,0.726052550985369
-0.144047072661552,0.0220734705526433
-0.518935149371613,-0.383640614245529
0.753771122483055,0.807406432349177
0.0148585996162547,0.124560555390984
0.745083621551986,0.928444785873981
0.163932752871578,-0.0409649405261559
0.80640538043099,0.947497079236201
0.383131503021669,0.277204676722145
0.0315388473984989,0.276535894634878
-0.160317926366115,-0.3858732873334
-0.391827857178771,-0.635539331999295
-0.363907414517695,0.116566265540534
-0.505149267498157,-0.766017269448763
-0.251776339524165,-0.907449345531994
0.287804578693083,0.453696197504756
-0.397629115978007,-0.0195500866782919
-0.208097645438981,0.00683294887058212
0.447583637050736,0.826467026324044
-0.0619080232779378,-0.00264849160836803
0.444971530682655,0.765425951460744
0.503320678963796,0.512858875330448
0.0715346922096772,0.104005838626326
0.443398136834139,0.823651595147531
0.0400084949019976,0.770869532438719
0.00125449853399172,0.0399602116108208
-0.0981810442662029,-0.15183524707184
-0.219741787487601,-0.0645843108291082
-0.0529601401235816,-0.756134574296922
0.195850966974554,0.259603040702352
-0.501452133835751,-0.774104445912156
-0.0731371722889028,-0.0884467743062958
0.532447377954214,0.856676153127199
0.484075997595104,0.824835875814749
0.0797737569133614,0.459601405739992
0.916747450513681,0.9536402604148
0.0651276929844899,0.641413572179216
0.39812822564996,0.570954795896632
0.523725277203647,0.39223132174933
-0.304606445094161,-0.284632302053043
0.87751998598646,0.85377654401273
-0.652014472735396,-0.656848266870063
-0.23590127398492,0.348958904766836
-0.486098161638333,-0.72604813395164
-0.0236145756550255,0.633535710627951
0.324168341655043,0.264662783807075
-0.328827742101157,-0.459619368430757
0.509175447362933,0.977649986229096
0.361899125567799,0.442721723571221
0.366815470907214,0.766763156947617
0.471624734639878,0.54110834298181
-0.0768143896393709,0.0657680471679349
0.489230877120722,0.262274277601997
-0.440108796685816,-0.523380423606573
-0.170218654247536,0.466737004294197
0.437212638389113,0.720160029267969
0.06635765723274,0.332097928972476
0.331347531849602,0.714308497007692
0.839739101538668,0.892892830444038
-0.0490613612684006,0.447256075910658
0.439476437922013,0.405112694991177
0.600431490795821,0.539686043366925
-0.798775069397229,-0.911582222115829
-0.207812176348806,-0.695235910555349
0.217395282896216,-0.373996296465677
0.859687432570637,0.9248960064501
0.220856381542935,-0.174408874308361
0.065347183324591,0.316634300999845
0.375014835955767,0.451632991953629
0.119332510342649,0.216860546466343
-0.448556027152926,-0.84125955959552
0.65837223621559,0.609493107885546
0.297256658957589,0.295629750715831
0.217074921950584,0.199745864674871
0.050048775110358,0.290240193772838
0.451438108016125,-0.160284976378984
-0.119572827309007,0.208852241610952
0.485040732714269,0.408292490282588
-0.0354351093473323,-0.257381434412071
0.381463377122745,0.738671590003284
-0.337011457850373,-0.204809473308581
-0.453845139320575,-0.804974378362872
0.207485506267266,0.0502249188209465
-0.342653249761077,-0.4680768720166
0.683433836568301,0.949021614162624
-0.286485778801026,-0.379026912539052
0.238429372021551,0.277142182236173
-0.0922981586003302,0.0440562788359784
0.216898776890563,0.00524635604400845
-0.116006118783633,0.0394041886695178
-0.133173087722014,-0.907867057723729
0.372119414667315,0.0993974786538106
0.266964294238503,0.547721355131726
-0.0949576131092021,-0.262670143505307
0.121484137427273,-0.400574606056671
-0.82507163616052,-0.95495438514893
0.271442563761597,0.178795931359914
-0.339489277064912,-0.962105488696205
0.0951389237073525,-0.0704844272572838
-0.0541428965638945,0.499265243691174
0.465198462988073,0.902631604320382
-0.224635574858491,-0.722319017790451
0.355010916255997,0.956109259000872
0.500781426606565,0.857357275728817
-0.0976015539869545,0.417576470160559
-0.191332072726583,0.371264386154945
-0.570840075036569,-0.8035367021683
-0.433065947370959,-0.840419897800445
0.840787964399933,0.878958801515198
0.224947839858936,0.602475245173843
-0.33138286191359,-0.29418228036796
0.329447830458768,0.279423770718982
0.07181308103434,0.0950320147893419
-0.834785682297908,-0.935376679693259
0.201790296706353,0.657066424728261
-0.147915204669742,-0.16351357598742
-0.72277422718185,-0.946092106946888
