cooc,sp1_body_col_black,sp1_body_col_blue,sp1_body_col_brown,sp1_body_col_green,sp1_body_col_t_pigment,sp1_body_col_t_pruinescence,sp1_body_col_t_structural,sp1_body_col_p_plain,sp1_body_col_p_spotted,sp1_body_col_p_striped,sp1_fl_mods_flier,sp1_fl_mods_percher,sp1_aq_hab_ephemeral,sp1_aq_hab_lake,sp1_aq_hab_pond,sp1_aq_hab_river,sp1_aq_hab_stream,sp1_aq_hab_wetland,sp1_all_hab_op_closed,sp1_all_hab_op_open,sp1_all_hab_op_semi,sp1_body_lengths,sp1_hindwing_lengths,sp1_has_wing_pigment,sp2_body_col_black,sp2_body_col_blue,sp2_body_col_brown,sp2_body_col_green,sp2_body_col_t_pigment,sp2_body_col_t_pruinescence,sp2_body_col_t_structural,sp2_body_col_p_plain,sp2_body_col_p_spotted,sp2_body_col_p_striped,sp2_fl_mods_flier,sp2_fl_mods_percher,sp2_aq_hab_ephemeral,sp2_aq_hab_lake,sp2_aq_hab_pond,sp2_aq_hab_river,sp2_aq_hab_stream,sp2_aq_hab_wetland,sp2_all_hab_op_closed,sp2_all_hab_op_open,sp2_all_hab_op_semi,sp2_body_lengths,sp2_hindwing_lengths,sp2_has_wing_pigment
0.405112694991177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5,46.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,0
0.906114811964381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,43.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,0
0.670215725258985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,43.5,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5,46.5,0
0.906610866334143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,47.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,0
0.652560538075441,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,47.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5,46.5,0
0.959478914584601,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,47.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,43.5,0
0.959049448591316,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,44.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,0
0.378836888267172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,44.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.5,46.5,0
0.895195036253585,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,44.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.5,43.5,0
0.895285206275815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.5,44.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.5,47.0,0
